Nome,Partido,UF,Tipo_de_Despesa,Valor
LUIZ CARLOS,PSDB,AP,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  28000
LUIZ CARLOS,PSDB,AP,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  27529,48"
LUIZ CARLOS,PSDB,AP,LOCAÇÃO OU FRETAMENTO DE EMBARCAÇÕES,R$  8000
LUIZ CARLOS,PSDB,AP,TELEFONIA,"R$  2503,12"
LUIZ CARLOS,PSDB,AP,Total,"R$  267720,15"
DELEGADO ÉDER MAURO,PSD,PA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  121500
DELEGADO ÉDER MAURO,PSD,PA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  55010
DELEGADO ÉDER MAURO,PSD,PA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  40000
DELEGADO ÉDER MAURO,PSD,PA,EMISSÃO BILHETE AÉREO,"R$  36642,66"
DELEGADO ÉDER MAURO,PSD,PA,COMBUSTÍVEIS E LUBRIFICANTES.,R$  13716
DELEGADO ÉDER MAURO,PSD,PA,TELEFONIA,"R$  168,13"
DELEGADO ÉDER MAURO,PSD,PA,SERVIÇOS POSTAIS,"R$  41,21"
DELEGADO ÉDER MAURO,PSD,PA,Total,R$  267078
FERNANDO RODOLFO,PL,PE,PASSAGENS AÉREAS,"R$  72908,57"
FERNANDO RODOLFO,PL,PE,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  62220
FERNANDO RODOLFO,PL,PE,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  60000
FERNANDO RODOLFO,PL,PE,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  19237,37"
FERNANDO RODOLFO,PL,PE,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  15800
FERNANDO RODOLFO,PL,PE,EMISSÃO BILHETE AÉREO,"R$  14110,24"
FERNANDO RODOLFO,PL,PE,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  6395,82"
FERNANDO RODOLFO,PL,PE,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  5649,8"
FERNANDO RODOLFO,PL,PE,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,R$  5000
FERNANDO RODOLFO,PL,PE,TELEFONIA,"R$  2901,62"
FERNANDO RODOLFO,PL,PE,SERVIÇOS POSTAIS,"R$  2687,51"
FERNANDO RODOLFO,PL,PE,Total,"R$  266910,93"
MARRECA FILHO,PATRIOTA,MA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.","R$  122683,2"
MARRECA FILHO,PATRIOTA,MA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  73900
MARRECA FILHO,PATRIOTA,MA,EMISSÃO BILHETE AÉREO,"R$  29333,56"
MARRECA FILHO,PATRIOTA,MA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  28269,42"
MARRECA FILHO,PATRIOTA,MA,TELEFONIA,"R$  1886,89"
MARRECA FILHO,PATRIOTA,MA,SERVIÇOS POSTAIS,"R$  1719,13"
MARRECA FILHO,PATRIOTA,MA,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  1709,04"
MARRECA FILHO,PATRIOTA,MA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  1253,08"
MARRECA FILHO,PATRIOTA,MA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  1115,64"
MARRECA FILHO,PATRIOTA,MA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  245,9"
MARRECA FILHO,PATRIOTA,MA,Total,"R$  262115,86"
WELLINGTON ROBERTO,PL,PB,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  197400
WELLINGTON ROBERTO,PL,PB,EMISSÃO BILHETE AÉREO,"R$  42018,11"
WELLINGTON ROBERTO,PL,PB,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  6566,63"
WELLINGTON ROBERTO,PL,PB,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  6000
WELLINGTON ROBERTO,PL,PB,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,R$  3256
WELLINGTON ROBERTO,PL,PB,SERVIÇOS POSTAIS,"R$  2546,34"
WELLINGTON ROBERTO,PL,PB,TELEFONIA,"R$  2369,38"
WELLINGTON ROBERTO,PL,PB,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  1118,1"
WELLINGTON ROBERTO,PL,PB,PASSAGENS AÉREAS,"R$  424,11"
WELLINGTON ROBERTO,PL,PB,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  267,89"
WELLINGTON ROBERTO,PL,PB,Total,"R$  261966,56"
VANDER LOUBET,PT,MS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  140246
VANDER LOUBET,PT,MS,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  38500
VANDER LOUBET,PT,MS,EMISSÃO BILHETE AÉREO,"R$  25571,18"
VANDER LOUBET,PT,MS,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  24218,65"
VANDER LOUBET,PT,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  16510,22"
VANDER LOUBET,PT,MS,PASSAGENS AÉREAS,"R$  8803,52"
VANDER LOUBET,PT,MS,SERVIÇOS POSTAIS,"R$  2909,31"
VANDER LOUBET,PT,MS,TELEFONIA,"R$  1794,99"
VANDER LOUBET,PT,MS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",R$  1535
VANDER LOUBET,PT,MS,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  317,2"
VANDER LOUBET,PT,MS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  125,66"
VANDER LOUBET,PT,MS,Total,"R$  260531,73"
CLEBER VERDE,PRB,MA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  130800
CLEBER VERDE,PRB,MA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  72000
CLEBER VERDE,PRB,MA,EMISSÃO BILHETE AÉREO,"R$  23605,07"
CLEBER VERDE,PRB,MA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  17983,8"
CLEBER VERDE,PRB,MA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  10149,8"
CLEBER VERDE,PRB,MA,TELEFONIA,"R$  3991,35"
CLEBER VERDE,PRB,MA,SERVIÇOS POSTAIS,"R$  651,68"
CLEBER VERDE,PRB,MA,Total,"R$  259181,7"
FLAVIANO MELO,MDB,AC,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  83250
FLAVIANO MELO,MDB,AC,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  55000
FLAVIANO MELO,MDB,AC,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  29912,05"
FLAVIANO MELO,MDB,AC,EMISSÃO BILHETE AÉREO,"R$  23335,88"
FLAVIANO MELO,MDB,AC,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  18538,79"
FLAVIANO MELO,MDB,AC,TELEFONIA,"R$  15847,7"
FLAVIANO MELO,MDB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,R$  13072
FLAVIANO MELO,MDB,AC,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  8000
FLAVIANO MELO,MDB,AC,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",R$  6732
FLAVIANO MELO,MDB,AC,SERVIÇOS POSTAIS,"R$  1428,36"
FLAVIANO MELO,MDB,AC,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,R$  1330
FLAVIANO MELO,MDB,AC,Total,"R$  256446,78"
FABIO REIS,MDB,SE,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  72000
FABIO REIS,MDB,SE,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  66000
FABIO REIS,MDB,SE,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  32928,37"
FABIO REIS,MDB,SE,EMISSÃO BILHETE AÉREO,"R$  28826,44"
FABIO REIS,MDB,SE,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  22209,64"
FABIO REIS,MDB,SE,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  21000
FABIO REIS,MDB,SE,TELEFONIA,"R$  9892,52"
FABIO REIS,MDB,SE,SERVIÇOS POSTAIS,"R$  1012,57"
FABIO REIS,MDB,SE,Total,"R$  253869,54"
FÉLIX MENDONÇA JÚNIOR,PDT,BA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  126500
FÉLIX MENDONÇA JÚNIOR,PDT,BA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  39025
FÉLIX MENDONÇA JÚNIOR,PDT,BA,EMISSÃO BILHETE AÉREO,"R$  35799,35"
FÉLIX MENDONÇA JÚNIOR,PDT,BA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  27328,09"
FÉLIX MENDONÇA JÚNIOR,PDT,BA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  10743,82"
FÉLIX MENDONÇA JÚNIOR,PDT,BA,TELEFONIA,"R$  6942,73"
FÉLIX MENDONÇA JÚNIOR,PDT,BA,SERVIÇOS POSTAIS,"R$  5329,45"
FÉLIX MENDONÇA JÚNIOR,PDT,BA,PASSAGENS AÉREAS,"R$  426,98"
FÉLIX MENDONÇA JÚNIOR,PDT,BA,Total,"R$  252095,42"
JHONATAN DE JESUS,PRB,RR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  77600
JHONATAN DE JESUS,PRB,RR,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  72120
JHONATAN DE JESUS,PRB,RR,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  48000
JHONATAN DE JESUS,PRB,RR,EMISSÃO BILHETE AÉREO,"R$  25367,73"
JHONATAN DE JESUS,PRB,RR,COMBUSTÍVEIS E LUBRIFICANTES.,R$  17500
JHONATAN DE JESUS,PRB,RR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  5465,8"
JHONATAN DE JESUS,PRB,RR,SERVIÇOS POSTAIS,"R$  1224,38"
JHONATAN DE JESUS,PRB,RR,TELEFONIA,"R$  837,71"
JHONATAN DE JESUS,PRB,RR,Total,"R$  248115,62"
BETO PEREIRA,PSDB,MS,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  72990
BETO PEREIRA,PSDB,MS,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  63639
BETO PEREIRA,PSDB,MS,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  31480,49"
BETO PEREIRA,PSDB,MS,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  24000
BETO PEREIRA,PSDB,MS,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  22523,8"
BETO PEREIRA,PSDB,MS,EMISSÃO BILHETE AÉREO,"R$  21250,04"
BETO PEREIRA,PSDB,MS,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  4924,5"
BETO PEREIRA,PSDB,MS,TELEFONIA,"R$  3174,02"
BETO PEREIRA,PSDB,MS,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,R$  1622
BETO PEREIRA,PSDB,MS,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  1386,68"
BETO PEREIRA,PSDB,MS,PASSAGENS AÉREAS,"R$  619,05"
BETO PEREIRA,PSDB,MS,SERVIÇOS POSTAIS,"R$  399,55"
BETO PEREIRA,PSDB,MS,Total,"R$  248009,13"
TADEU ALENCAR,PSB,PE,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  66000
TADEU ALENCAR,PSB,PE,EMISSÃO BILHETE AÉREO,"R$  48940,79"
TADEU ALENCAR,PSB,PE,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  40380,81"
TADEU ALENCAR,PSB,PE,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  35000
TADEU ALENCAR,PSB,PE,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  17898,27"
TADEU ALENCAR,PSB,PE,PASSAGENS AÉREAS,"R$  12190,25"
TADEU ALENCAR,PSB,PE,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  7739,16"
TADEU ALENCAR,PSB,PE,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  7000
TADEU ALENCAR,PSB,PE,ASSINATURA DE PUBLICAÇÕES,"R$  4065,49"
TADEU ALENCAR,PSB,PE,TELEFONIA,"R$  4044,44"
TADEU ALENCAR,PSB,PE,SERVIÇOS POSTAIS,"R$  1556,11"
TADEU ALENCAR,PSB,PE,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  1482,37"
TADEU ALENCAR,PSB,PE,Total,"R$  246297,69"
CÁSSIO ANDRADE,PSB,PA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  102950
CÁSSIO ANDRADE,PSB,PA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  57000
CÁSSIO ANDRADE,PSB,PA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  27881,44"
CÁSSIO ANDRADE,PSB,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,R$  20600
CÁSSIO ANDRADE,PSB,PA,EMISSÃO BILHETE AÉREO,"R$  18713,18"
CÁSSIO ANDRADE,PSB,PA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  6548,63"
CÁSSIO ANDRADE,PSB,PA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  5909,84"
CÁSSIO ANDRADE,PSB,PA,PASSAGENS AÉREAS,"R$  3692,72"
CÁSSIO ANDRADE,PSB,PA,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",R$  1600
CÁSSIO ANDRADE,PSB,PA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",R$  1070
CÁSSIO ANDRADE,PSB,PA,TELEFONIA,"R$  190,89"
CÁSSIO ANDRADE,PSB,PA,SERVIÇOS POSTAIS,"R$  101,75"
CÁSSIO ANDRADE,PSB,PA,Total,"R$  246258,45"
JOÃO DANIEL,PT,SE,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  67650
JOÃO DANIEL,PT,SE,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  47500
JOÃO DANIEL,PT,SE,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  35738,53"
JOÃO DANIEL,PT,SE,EMISSÃO BILHETE AÉREO,"R$  27811,87"
JOÃO DANIEL,PT,SE,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  25399,3"
JOÃO DANIEL,PT,SE,PASSAGENS AÉREAS,"R$  21815,74"
JOÃO DANIEL,PT,SE,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  13900
JOÃO DANIEL,PT,SE,TELEFONIA,"R$  4827,12"
JOÃO DANIEL,PT,SE,ASSINATURA DE PUBLICAÇÕES,R$  500
JOÃO DANIEL,PT,SE,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",R$  350
JOÃO DANIEL,PT,SE,SERVIÇOS POSTAIS,"R$  274,17"
JOÃO DANIEL,PT,SE,Total,"R$  245766,73"
TONINHO WANDSCHEER,PROS,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  86000
TONINHO WANDSCHEER,PROS,PR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  40993,93"
TONINHO WANDSCHEER,PROS,PR,EMISSÃO BILHETE AÉREO,"R$  37845,87"
TONINHO WANDSCHEER,PROS,PR,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  29700
TONINHO WANDSCHEER,PROS,PR,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  21200
TONINHO WANDSCHEER,PROS,PR,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  15168,35"
TONINHO WANDSCHEER,PROS,PR,TELEFONIA,"R$  5575,79"
TONINHO WANDSCHEER,PROS,PR,PASSAGENS AÉREAS,"R$  2665,45"
TONINHO WANDSCHEER,PROS,PR,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  1994,2"
TONINHO WANDSCHEER,PROS,PR,SERVIÇOS POSTAIS,"R$  1853,69"
TONINHO WANDSCHEER,PROS,PR,"PASSAGENS TERRESTRES, MARÍTIMAS OU FLUVIAIS","R$  1553,05"
TONINHO WANDSCHEER,PROS,PR,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  709,2"
TONINHO WANDSCHEER,PROS,PR,Total,"R$  245259,53"
ENIO VERRI,PT,PR,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  84540
ENIO VERRI,PT,PR,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  66000
ENIO VERRI,PT,PR,EMISSÃO BILHETE AÉREO,"R$  42848,43"
ENIO VERRI,PT,PR,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  26252,26"
ENIO VERRI,PT,PR,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  13143,89"
ENIO VERRI,PT,PR,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  4859,56"
ENIO VERRI,PT,PR,TELEFONIA,"R$  2880,9"
ENIO VERRI,PT,PR,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  1866,5"
ENIO VERRI,PT,PR,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,"R$  1455,48"
ENIO VERRI,PT,PR,SERVIÇOS POSTAIS,"R$  101,82"
ENIO VERRI,PT,PR,Total,"R$  243948,84"
HÉLIO LEITE,DEM,PA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,R$  88300
HÉLIO LEITE,DEM,PA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  40000
HÉLIO LEITE,DEM,PA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  34436,61"
HÉLIO LEITE,DEM,PA,EMISSÃO BILHETE AÉREO,"R$  30679,6"
HÉLIO LEITE,DEM,PA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  18000
HÉLIO LEITE,DEM,PA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  12158,08"
HÉLIO LEITE,DEM,PA,LOCAÇÃO OU FRETAMENTO DE AERONAVES,R$  10800
HÉLIO LEITE,DEM,PA,PASSAGENS AÉREAS,"R$  3457,14"
HÉLIO LEITE,DEM,PA,TELEFONIA,"R$  3374,65"
HÉLIO LEITE,DEM,PA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  1380,2"
HÉLIO LEITE,DEM,PA,SERVIÇOS POSTAIS,"R$  927,97"
HÉLIO LEITE,DEM,PA,Total,"R$  243514,25"
MARCELO RAMOS,PL,AM,PASSAGENS AÉREAS,"R$  79314,39"
MARCELO RAMOS,PL,AM,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.","R$  60681,44"
MARCELO RAMOS,PL,AM,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  35537
MARCELO RAMOS,PL,AM,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  33157,65"
MARCELO RAMOS,PL,AM,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,"R$  21212,53"
MARCELO RAMOS,PL,AM,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  9782,66"
MARCELO RAMOS,PL,AM,ASSINATURA DE PUBLICAÇÕES,R$  2160
MARCELO RAMOS,PL,AM,TELEFONIA,"R$  1102,15"
MARCELO RAMOS,PL,AM,SERVIÇOS POSTAIS,"R$  103,83"
MARCELO RAMOS,PL,AM,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",R$  30
MARCELO RAMOS,PL,AM,Total,"R$  243081,65"
PERPÉTUA ALMEIDA,PCdoB,AC,EMISSÃO BILHETE AÉREO,"R$  76669,95"
PERPÉTUA ALMEIDA,PCdoB,AC,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  36902,99"
PERPÉTUA ALMEIDA,PCdoB,AC,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,R$  28427
PERPÉTUA ALMEIDA,PCdoB,AC,LOCAÇÃO OU FRETAMENTO DE AERONAVES,R$  28400
PERPÉTUA ALMEIDA,PCdoB,AC,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,"R$  20054,68"
PERPÉTUA ALMEIDA,PCdoB,AC,"PARTICIPAÇÃO EM CURSO, PALESTRA OU EVENTO SIMILAR",R$  18522
PERPÉTUA ALMEIDA,PCdoB,AC,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  14518,55"
PERPÉTUA ALMEIDA,PCdoB,AC,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  9136,58"
PERPÉTUA ALMEIDA,PCdoB,AC,TELEFONIA,"R$  5458,17"
PERPÉTUA ALMEIDA,PCdoB,AC,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO","R$  1277,6"
PERPÉTUA ALMEIDA,PCdoB,AC,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  1100
PERPÉTUA ALMEIDA,PCdoB,AC,ASSINATURA DE PUBLICAÇÕES,R$  1053
PERPÉTUA ALMEIDA,PCdoB,AC,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,"R$  605,99"
PERPÉTUA ALMEIDA,PCdoB,AC,Total,"R$  242126,51"
ANDRÉ FIGUEIREDO,PDT,CE,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.","R$  60254,64"
ANDRÉ FIGUEIREDO,PDT,CE,EMISSÃO BILHETE AÉREO,"R$  45953,14"
ANDRÉ FIGUEIREDO,PDT,CE,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  43275,99"
ANDRÉ FIGUEIREDO,PDT,CE,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,"R$  33824,64"
ANDRÉ FIGUEIREDO,PDT,CE,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,"R$  29643,38"
ANDRÉ FIGUEIREDO,PDT,CE,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  22396,71"
ANDRÉ FIGUEIREDO,PDT,CE,TELEFONIA,"R$  4137,83"
ANDRÉ FIGUEIREDO,PDT,CE,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",R$  2207
ANDRÉ FIGUEIREDO,PDT,CE,SERVIÇOS POSTAIS,"R$  124,8"
ANDRÉ FIGUEIREDO,PDT,CE,Total,"R$  241818,13"
CELSO SABINO,PSDB,PA,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",R$  100000
CELSO SABINO,PSDB,PA,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,"R$  70000,25"
CELSO SABINO,PSDB,PA,EMISSÃO BILHETE AÉREO,"R$  32166,54"
CELSO SABINO,PSDB,PA,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,R$  21950
CELSO SABINO,PSDB,PA,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,"R$  5902,08"
CELSO SABINO,PSDB,PA,COMBUSTÍVEIS E LUBRIFICANTES.,"R$  5288,91"
CELSO SABINO,PSDB,PA,PASSAGENS AÉREAS,"R$  4241,62"
CELSO SABINO,PSDB,PA,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.","R$  1959,65"
CELSO SABINO,PSDB,PA,TELEFONIA,"R$  162,39"
CELSO SABINO,PSDB,PA,Total,"R$  241671,44"
