Nome,Arquivados,Retirados,Tramitando,Aguardando,Total
ACÁCIO FAVACHO,0,0,0,0,0
AIRTON FALEIRO,0,0,0,0,0
VINICIUS GURGEL,0,0,1,0,1
PR. MARCO FELICIANO,0,0,1,1,2
DULCE MIRANDA,1,0,0,2,3
JÚLIO CESAR,0,0,0,0,0
PEDRO LUCAS FERNANDES,0,0,0,0,0
JOSÉ PRIANTE,0,0,0,0,0
MARGARETE COELHO,0,0,0,0,0
HEITOR FREIRE,0,0,0,0,0
CÉLIO SILVEIRA,0,0,3,6,9
MARCELO NILO,0,0,0,0,0
DOMINGOS NETO,0,0,0,0,0
BETO ROSADO,0,0,0,3,3
LUIZ NISHIMORI,0,0,0,0,0
PAULO TEIXEIRA,0,0,1,0,1
ALINE GURGEL,0,0,0,0,0
ÁTILA LINS,0,0,0,0,0
JOSÉ AIRTON FÉLIX CIRILO,0,0,0,0,0
BETO FARO,0,0,0,0,0
SILVIO COSTA FILHO,0,0,0,0,0
SAMUEL MOREIRA,0,0,0,1,1
CAPITÃO AUGUSTO,0,0,1,3,4
PROFESSOR ALCIDES,0,0,0,0,0
EUCLYDES PETTERSEN,0,0,0,0,0
JULIAN LEMOS,0,0,0,0,0
BILAC PINTO,0,0,0,0,0
IGOR TIMO,0,0,0,0,0
AFONSO MOTTA,0,0,2,0,2
JOSÉ GUIMARÃES,0,0,1,1,2
RUY CARNEIRO,0,0,0,0,0
JERÔNIMO GOERGEN,0,0,4,7,11
ARTHUR OLIVEIRA MAIA,0,0,4,0,4
ROBÉRIO MONTEIRO,0,0,0,0,0
LEONARDO MONTEIRO,0,0,0,0,0
MÁRCIO MARINHO,0,0,2,0,2
NELSON PELLEGRINO,1,0,0,0,1
GIACOBO,0,0,0,0,0
VINICIUS CARVALHO,0,0,6,3,9
VAVÁ MARTINS,0,0,0,0,0
GIL CUTRIM,0,0,0,0,0
PAULO BENGTSON,0,0,0,0,0
DARCI DE MATOS,0,0,0,0,0
PATRUS ANANIAS,0,0,1,1,2
DAGOBERTO NOGUEIRA,0,0,0,0,0
JORGE SOLLA,0,0,1,0,1
ROBERTO ALVES,0,0,3,2,5
REINHOLD STEPHANES JUNIOR,0,0,0,0,0
EVANDRO ROMAN,0,0,3,0,3
SHÉRIDAN,0,0,2,0,2
ELMAR NASCIMENTO,0,0,0,0,0
SEVERINO PESSOA,0,0,0,0,0
RUBENS OTONI,0,0,0,0,0
RAFAEL MOTTA,0,0,1,5,6
FERNANDO MONTEIRO,1,0,0,0,1
FREI ANASTACIO RIBEIRO,0,0,0,0,0
CHRISTIANE DE SOUZA YARED,0,0,2,2,4
MISAEL VARELLA,0,0,0,0,0
LUCAS VERGILIO,0,0,0,2,2
ELI CORRÊA FILHO,0,0,1,0,1
BALEIA ROSSI,1,0,0,0,1
JANDIRA FEGHALI,0,0,2,0,2
JOÃO MAIA,0,0,0,0,0
JOÃO MARCELO SOUZA,0,0,0,0,0
GELSON AZEVEDO,0,0,0,0,0
TEREZA NELMA,0,0,0,0,0
VINICIUS FARAH,0,0,0,0,0
ALCEU MOREIRA,0,0,2,5,7
LEÔNIDAS CRISTINO,0,0,0,1,1
MAURÍCIO DZIEDRICKI,0,0,0,0,0
VANDERLEI MACRIS,0,0,2,2,4
EDUARDO CURY,0,0,0,0,0
RONALDO CARLETTO,0,0,10,3,13
ANTONIO BRITO,0,0,0,3,3
ZÉ SILVA,0,0,1,2,3
MARCON,0,0,3,0,3
JOÃO CAMPOS,0,0,0,1,1
MÁRCIO LABRE,0,0,0,0,0
EXPEDITO NETTO,0,0,0,0,0
WILSON SANTIAGO,0,0,0,0,0
MARÍLIA ARRAES,0,0,0,0,0
SERGIO SOUZA,0,0,1,0,1
JESUS SÉRGIO,0,0,0,0,0
MÁRCIO BIOLCHI,0,0,0,0,0
MARA ROCHA,0,0,0,0,0
HUGO MOTTA,0,0,1,0,1
ANDRÉ ABDON,1,0,0,0,1
ALEX MANENTE,0,0,0,1,1
DARCÍSIO PERONDI,0,0,0,0,0
BOHN GASS,0,0,0,0,0
DANIEL FREITAS,0,0,0,0,0
EROS BIONDINI,0,0,3,1,4
LINCOLN PORTELA,0,0,1,2,3
ALEX SANTANA,0,0,0,0,0
AUGUSTO COUTINHO,1,0,0,1,2
DOMINGOS SÁVIO,0,0,0,2,2
ANDRÉ DE PAULA,0,0,0,0,0
WALTER ALVES,1,0,0,2,3
CARLOS SAMPAIO,0,0,2,0,2
BACELAR,0,1,3,0,4
GEOVANIA DE SÁ,0,0,5,0,5
SILVIA CRISTINA,0,0,0,0,0
CLAUDIO CAJADO,0,0,0,0,0
MÁRIO NEGROMONTE JR.,0,0,2,0,2
ORLANDO SILVA,0,0,1,0,1
GENINHO ZULIANI,0,0,0,0,0
RAUL HENRY,0,0,0,0,0
ROSANGELA GOMES,0,0,1,1,2
NEREU CRISPIM,0,0,0,0,0
MANUEL MARCOS,0,0,0,0,0
CACÁ LEÃO,1,0,0,0,1
VITOR LIPPI,0,0,0,0,0
POMPEO DE MATTOS,0,0,4,2,6
TALÍRIA PETRONE,0,0,0,0,0
MÁRIO HERINGER,0,0,2,3,5
VALMIR ASSUNÇÃO,0,0,1,1,2
CARLOS HENRIQUE GAGUIM,0,0,21,6,27
CRISTIANO VALE,0,0,0,0,0
ZÉ VITOR,0,0,0,0,0
FAUSTO PINATO,0,0,9,4,13
TIAGO DIMAS,0,0,0,0,0
FÁBIO MITIDIERI,0,0,6,1,7
ERIKA KOKAY,0,0,5,7,12
PEDRO UCZAI,0,0,1,2,3
BOCA ABERTA,0,0,0,0,0
JUSCELINO FILHO,0,0,0,0,0
PROFESSORA ROSA NEIDE,0,0,0,0,0
CAMILO CAPIBERIBE,0,0,0,0,0
LEUR LOMANTO JÚNIOR,0,0,0,0,0
MARCELO FREIXO,0,0,0,0,0
GUILHERME DERRITE,0,0,0,0,0
REGINALDO LOPES,0,0,0,0,0
PEDRO WESTPHALEN,0,0,0,0,0
JAQUELINE CASSOL,0,0,0,0,0
ABÍLIO SANTANA,0,0,0,0,0
FÁBIO HENRIQUE,0,0,0,0,0
JOAQUIM PASSARINHO,0,0,0,1,1
DIMAS FABIANO,0,0,0,0,0
MARCOS AURÉLIO SAMPAIO,0,0,0,0,0
JÚLIO DELGADO,0,0,0,0,0
EVAIR VIEIRA DE MELO,0,0,0,1,1
JHC,0,0,4,0,4
PAULO ABI-ACKEL,0,0,0,0,0
JOSÉ NUNES,0,0,0,0,0
PAULO FREIRE COSTA,0,0,0,0,0
JOSÉ ROCHA,0,0,1,0,1
LUCIANO DUCCI,0,0,1,2,3
PAULO GUEDES,0,0,0,0,0
CELSO MALDANER,0,0,1,0,1
NILSON PINTO,0,0,0,0,0
RUBENS BUENO,0,0,3,2,5
DAVID SOARES,0,0,0,0,0
DENIS BEZERRA,0,0,0,0,0
RENATA ABREU,0,0,5,5,10
JOSÉ RICARDO,0,0,0,0,0
MARLON SANTOS,0,0,0,0,0
VALDEVAN NOVENTA,0,0,0,0,0
AFONSO HAMM,0,0,2,3,5
ZECA DIRCEU,0,0,0,0,0
GUSTINHO RIBEIRO,0,0,0,0,0
BENEDITA DA SILVA,0,0,2,0,2
ALICE PORTUGAL,0,0,0,0,0
PAULO PIMENTA,0,0,0,0,0
GIOVANI CHERINI,0,0,1,0,1
ALESSANDRO MOLON,0,0,0,2,2
AROLDO MARTINS,0,0,0,0,0
ALIEL MACHADO,0,0,1,0,1
AFONSO FLORENCE,0,0,0,0,0
ALEXANDRE PADILHA,0,0,0,0,0
DRA. VANDA MILANI,0,0,0,0,0
IDILVAN ALENCAR,0,0,0,0,0
JÚNIOR MANO,0,0,0,0,0
ODAIR CUNHA,0,0,0,0,0
NATÁLIA BONAVIDES,0,0,0,0,0
TITO,0,0,0,0,0
CAPITÃO WAGNER,0,0,0,0,0
ALINE SLEUTJES,0,0,0,0,0
ÁTILA LIRA,0,0,0,0,0
FELIPE FRANCISCHINI,0,0,0,0,0
MARGARIDA SALOMÃO,0,0,0,0,0
DANRLEI DE DEUS HINTERHOLZ,0,0,2,0,2
PAULO AZI,1,0,0,3,4
SEBASTIÃO OLIVEIRA,0,0,0,0,0
ANGELA AMIN,0,0,0,0,0
PROFESSOR JOZIEL,0,0,0,0,0
DR. JAZIEL,0,0,0,0,0
MARINA SANTOS,0,0,0,0,0
JUNINHO DO PNEU,0,0,0,0,0
FLORDELIS,0,0,0,0,0
EDILÁZIO JÚNIOR,0,0,0,0,0
ROBERTO PESSOA,0,0,0,0,0
PROFESSORA DAYANE PIMENTEL,0,0,0,0,0
JOÃO H. CAMPOS,0,0,0,0,0
FÁBIO FARIA,0,0,1,0,1
ADRIANO DO BALDY,0,0,0,0,0
WALDENOR PEREIRA,0,0,0,0,0
OTONI DE PAULA,0,0,0,0,0
GLAUSTIN FOKUS,0,0,0,0,0
EDUARDO COSTA,0,0,0,0,0
PADRE JOÃO,0,0,0,0,0
RICARDO IZAR,0,0,4,3,7
PAULÃO,0,0,0,0,0
CAPITÃO ALBERTO NETO,0,0,0,0,0
GENECIAS NORONHA,0,0,1,0,1
GUILHERME MUSSI,0,0,1,0,1
HENRIQUE FONTANA,1,0,0,0,1
DANIEL SILVEIRA,0,0,0,0,0
MARCOS PEREIRA,0,0,0,0,0
CLARISSA GAROTINHO,0,0,1,2,3
AJ ALBUQUERQUE,0,0,0,0,0
WOLNEY QUEIROZ,0,0,0,0,0
OTACI NASCIMENTO,0,0,0,0,0
HERCULANO PASSOS,0,0,1,0,1
LUCIO MOSQUINI,0,0,4,2,6
ZÉ CARLOS,1,0,1,0,2
DANIEL COELHO,0,0,1,0,1
GILBERTO NASCIMENTO,0,0,2,1,3
RODRIGO DE CASTRO,0,0,0,0,0
EDNA HENRIQUE,0,0,0,0,0
ALEXANDRE SERFIOTIS,0,0,0,0,0
MARCELO BRUM,0,0,0,0,0
JOSEILDO RAMOS,0,0,0,0,0
GURGEL,0,0,1,0,1
GUTEMBERG REIS,0,0,0,0,0
DIEGO GARCIA,0,0,13,1,14
CARLOS ZARATTINI,0,0,2,2,4
IRACEMA PORTELLA,0,0,5,2,7
HAROLDO CATHEDRAL,0,0,0,0,0
JEFFERSON CAMPOS,0,0,2,0,2
ALÊ SILVA,0,0,0,0,0
SERGIO VIDIGAL,0,0,3,0,3
MAURO LOPES,0,0,4,2,6
MARIA ROSAS,0,0,0,0,0
RUI FALCÃO,0,0,0,0,0
MAGDA MOFATTO,0,0,0,0,0
ALUISIO MENDES,0,0,2,0,2
CARLOS JORDY,0,0,0,0,0
RICARDO BARROS,0,0,0,0,0
GLAUBER BRAGA,0,0,3,2,5
SUBTENENTE GONZAGA,0,0,2,1,3
CEZINHA DE MADUREIRA,0,0,0,0,0
SANTINI,0,0,0,0,0
ROGÉRIO PENINHA MENDONÇA,0,0,3,2,5
PASTOR EURICO,0,0,1,0,1
DANIELA DO WAGUINHO,0,0,0,0,0
TABATA AMARAL,0,0,0,0,0
PEDRO PAULO,0,0,1,0,1
VALTENIR PEREIRA,0,0,0,0,0
ALTINEU CÔRTES,0,0,0,0,0
FERNANDO COELHO FILHO,0,0,0,0,0
JOSIMAR MARANHÃOZINHO,0,0,0,0,0
DA VITORIA,0,0,0,0,0
CARLOS CHIODINI,0,0,0,0,0
OSSESIO SILVA,0,0,0,0,0
CHARLES FERNANDES,0,0,0,0,0
LAFAYETTE DE ANDRADA,0,0,0,0,0
RAIMUNDO COSTA,0,0,0,0,0
MOSES RODRIGUES,0,0,11,5,16
AGUINALDO RIBEIRO,0,0,0,0,0
CHARLLES EVANGELISTA,0,0,0,0,0
WLADIMIR GAROTINHO,0,0,0,0,0
DR. LUIZ ANTONIO TEIXEIRA JR.,0,0,0,0,0
ARNALDO JARDIM,0,0,0,0,0
SÓSTENES CAVALCANTE,0,0,7,3,10
CELSO RUSSOMANNO,1,0,3,1,5
SÂMIA BOMFIM,0,0,0,0,0
LEANDRE,0,0,4,2,6
LUISA CANZIANI,0,0,0,0,0
LUIZÃO GOULART,0,0,0,0,0
FERNANDA MELCHIONNA,0,0,0,0,0
HELDER SALOMÃO,0,0,3,4,7
REJANE DIAS,0,0,1,0,1
CÉLIO MOURA,0,0,0,0,0
MÁRCIO JERRY,0,0,0,0,0
PEDRO AUGUSTO BEZERRA,0,0,0,0,0
DELEGADO MARCELO FREITAS,0,0,0,0,0
LOESTER TRUTIS,0,0,0,0,0
EFRAIM FILHO,0,0,0,0,0
MILTON VIEIRA,0,0,0,0,0
VICENTINHO,0,0,9,3,12
LAERCIO OLIVEIRA,1,0,5,6,12
ALEXANDRE LEITE,1,0,5,4,10
FILIPE BARROS,0,0,0,0,0
LÍDICE DA MATA,0,0,0,0,0
CARLA ZAMBELLI,0,0,0,0,0
JOÃO CARLOS BACELAR,0,0,0,0,0
ROSE MODESTO,0,0,0,0,0
CHRISTINO AUREO,0,0,0,0,0
IVAN VALENTE,0,0,1,1,2
JUAREZ COSTA,0,0,0,0,0
CARMEN ZANOTTO,0,0,4,2,6
HUGO LEAL,0,0,1,0,1
FRANCISCO JR.,0,0,0,0,0
ROGÉRIO CORREIA,0,0,0,0,0
PAULO PEREIRA DA SILVA,0,0,1,0,1
PINHEIRINHO,0,0,0,0,0
LUIZA ERUNDINA,0,0,0,0,0
PROFESSORA MARCIVANIA,0,1,0,0,1
EDUARDO BISMARCK,0,0,0,0,0
SCHIAVINATO,0,0,0,0,0
GASTÃO VIEIRA,0,0,0,0,0
ASSIS CARVALHO,0,0,0,1,1
ENRICO MISASI,0,0,0,0,0
EDUARDO BRAIDE,0,0,0,0,0
FRED COSTA,0,0,0,0,0
FLÁVIA MORAIS,0,0,6,3,9
FÁBIO RAMALHO,0,0,0,0,0
TED CONTI,0,0,0,0,0
ELCIONE BARBALHO,0,0,1,0,1
JÚNIOR BOZZELLA,0,0,0,0,0
MARCELO ARO,1,0,3,1,5
SANDERSON,0,0,0,0,0
EDUARDO BOLSONARO,0,0,2,3,5
LEDA SADALA,0,0,0,0,0
MAJOR FABIANA,0,0,0,0,0
LUIZ ANTÔNIO CORRÊA,0,0,0,0,0
SORAYA SANTOS,1,0,2,0,3
AÉCIO NEVES,0,0,0,1,1
JOÃO ROMA,0,0,0,0,0
PEDRO CUNHA LIMA,0,0,1,4,5
ALENCAR SANTANA BRAGA,0,0,0,0,0
MARIANA CARVALHO,0,0,16,9,25
JULIO CESAR RIBEIRO,0,0,0,0,0
EDUARDO DA FONTE,0,0,2,0,2
BIA CAVASSA,0,0,0,0,0
DR. FREDERICO,0,0,0,0,0
CARLOS GOMES,0,0,1,0,1
AUREO RIBEIRO,0,0,0,0,0
ÁUREA CAROLINA,0,0,0,0,0
ANDRÉ FUFUCA,0,0,1,0,1
RENILDO CALHEIROS,0,0,0,0,0
DANILO CABRAL,0,0,1,0,1
PROFESSORA DORINHA SEABRA REZENDE,0,0,2,2,4
ARTHUR LIRA,0,0,0,0,0
BOSCO COSTA,0,0,0,0,0
DELEGADO ANTÔNIO FURTADO,0,0,0,0,0
FÁBIO TRAD,0,0,0,0,0
JOENIA WAPICHANA,0,0,0,0,0
DR. ZACHARIAS CALIL,0,0,0,0,0
EDUARDO BARBOSA,0,0,6,3,9
DIEGO ANDRADE,0,0,1,3,4
DRA. SORAYA MANATO,0,0,0,0,0
BRUNA FURLAN,0,0,1,0,1
DAVID MIRANDA,0,0,0,0,0
OTTO ALENCAR FILHO,0,0,0,0,0
ZÉ NETO,0,0,0,0,0
PAULO MAGALHÃES,0,0,1,2,3
JORGE BRAZ,0,0,0,0,0
MIGUEL LOMBARDI,0,0,2,1,3
HEITOR SCHUCH,0,0,1,1,2
TÚLIO GADÊLHA,0,0,0,0,0
SIDNEY LEITE,0,0,0,0,0
CÉLIO STUDART,0,0,0,0,0
BIRA DO PINDARÉ,0,0,0,0,0
ANDRÉ JANONES,0,0,0,0,0
CELINA LEÃO,0,0,0,0,0
ISNALDO BULHÕES JR.,0,0,0,0,0
ENÉIAS REIS,0,0,0,0,0
NORMA AYUB,0,0,0,0,0
FELIPE RIGONI,0,0,0,0,0
PASTOR SARGENTO ISIDÓRIO,0,0,0,0,0
BENES LEOCÁDIO,0,0,0,0,0
LIZIANE BAYER,0,0,0,0,0
STEFANO AGUIAR,0,0,1,0,1
MARCELO CALERO,0,0,0,0,0
LAURIETE,0,0,0,0,0
GERVÁSIO MAIA,0,0,0,0,0
RODRIGO COELHO,0,0,0,0,0
CHIQUINHO BRAZÃO,0,0,0,0,0
LUIZ LIMA,0,0,0,0,0
ROSANA VALLE,0,0,0,0,0
ALEXANDRE FROTA,0,0,0,0,0
ARLINDO CHINAGLIA,0,0,0,0,0
JÚNIOR FERRARI,0,0,0,0,0
MARCELO MORAES,0,0,0,0,0
LUIZ FLÁVIO GOMES,0,0,0,0,0
MAJOR VITOR HUGO,0,0,0,0,0
EMIDINHO MADEIRA,0,0,0,0,0
LOURIVAL GOMES,0,0,0,0,0
DR. LEONARDO,0,0,0,0,0
PAULO RAMOS,0,0,0,0,0
ADOLFO VIANA,0,0,0,0,0
LUCIANO BIVAR,0,0,0,0,0
BIBO NUNES,0,0,0,0,0
HÉLIO COSTA,0,0,0,0,0
EMANUEL PINHEIRO NETO,0,0,0,0,0
PASTOR GILDENEMYR,0,0,0,0,0
GIOVANI FELTES,0,0,0,0,0
LUCAS REDECKER,0,0,0,0,0
GENERAL GIRÃO,0,0,0,0,0
LUCAS GONZALEZ,0,0,0,0,0
ALCIDES RODRIGUES,0,0,0,0,0
RICARDO GUIDI,0,0,0,0,0
ANDRÉ FERREIRA,0,0,0,0,0
SARGENTO FAHUR,0,0,0,0,0
PEDRO LUPION,0,0,0,0,0
SERGIO TOLEDO,0,0,0,0,0
MARCO BERTAIOLLI,0,0,0,0,0
JOSÉ MEDEIROS,0,0,0,0,0
LÉO MOTTA,0,0,0,0,0
GILBERTO ABRAMO,0,0,0,0,0
ELI BORGES,0,0,0,0,0
JUNIOR LOURENÇO,0,0,0,0,0
FRANCO CARTAFINA,0,0,0,0,0
HELIO LOPES,0,0,0,0,0
MAURO NAZIF,0,0,0,0,0
LUIZ CARLOS MOTTA,0,0,0,0,0
POLICIAL KATIA SASTRE,0,0,0,0,0
WELITON PRADO,0,0,0,0,0
JOSE MARIO SCHREINER,0,0,0,0,0
AMARO NETO,0,0,0,0,0
MAURO BENEVIDES FILHO,0,0,0,0,0
LUIS TIBÉ,0,0,0,0,0
NEWTON CARDOSO JR,0,0,1,0,1
IGOR KANNÁRIO,0,0,0,0,0
ALEXIS FONTEYNE,0,0,0,0,0
GENERAL PETERNELLI,0,0,0,0,0
VILSON DA FETAEMG,0,0,0,0,0
LÉO MORAES,0,0,0,0,0
CORONEL TADEU,0,0,0,0,0
FELÍCIO LATERÇA,0,0,0,0,0
TIRIRICA,0,0,0,0,0
MERLONG SOLANO,0,0,0,0,0
KIM KATAGUIRI,0,0,0,0,0
CHRIS TONIETTO,0,0,0,0,0
BIA KICIS,0,0,0,0,0
JOICE HASSELMANN,0,0,0,0,0
CORONEL ARMANDO,0,0,0,0,0
HERMES PARCIANELLO,0,0,0,0,0
GUIGA PEIXOTO,0,0,0,0,0
MARCIO ALVINO,0,1,0,2,3
LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,0,0,0,0,0
RODRIGO MAIA,0,0,0,0,0
GUSTAVO FRUET,0,0,0,0,0
SÉRGIO BRITO,0,0,0,0,0
DELEGADO WALDIR,0,0,10,6,16
DR. LUIZ OVANDO,0,0,0,0,0
CARLOS BEZERRA,0,0,22,35,57
GREYCE ELIAS,0,0,0,0,0
RODRIGO AGOSTINHO,0,0,0,0,0
CAROLINE DE TONI,0,0,0,0,0
ABOU ANNI,0,0,0,0,0
JOSIAS GOMES,0,0,0,0,0
PROFESSOR ISRAEL BATISTA,0,0,0,0,0
FELIPE CARRERAS,0,0,0,0,0
DANIEL TRZECIAK,0,0,0,0,0
CAPITÃO FÁBIO ABREU,0,0,2,0,2
RUBENS PEREIRA JÚNIOR,0,0,6,3,9
ANÍBAL GOMES,0,0,0,0,0
CABO JUNIO AMARAL,0,0,0,0,0
NELSON BARBUDO,0,0,0,0,0
ELIAS VAZ,0,0,0,0,0
ADRIANA VENTURA,0,0,0,0,0
PAULO GANIME,0,0,0,0,0
GILSON MARQUES,0,0,0,0,0
FLÁVIA ARRUDA,0,0,0,0,0
VINICIUS POIT,0,0,0,0,0
LUIS MIRANDA,0,0,0,0,0
MARCEL VAN HATTEM,0,0,0,0,0
JOSÉ NELTO,0,0,0,0,0
COVATTI FILHO,0,0,5,4,9
PAES LANDIM,0,0,1,1,2
PAULO EDUARDO MARTINS,0,0,0,0,0
TIAGO MITRAUD,0,0,0,0,0
SIMPLÍCIO ARAÚJO,0,0,0,0,0
SANDRO ALEX,0,0,0,2,2
HERCÍLIO COELHO DINIZ,0,0,0,0,0
OSMAR TERRA,0,0,0,0,0
PAULO FOLETTO,1,0,0,0,1
PAULA BELMONTE,0,0,0,0,0
TEREZA CRISTINA,0,0,1,2,3
MARCELO ÁLVARO ANTÔNIO,0,0,2,1,3
ONYX LORENZONI,0,0,3,0,3
